NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_SURDEZ,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_GESTANTE,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Q001,Q002,Q006,Q025
190001687134,16,F,Não informado,Preta,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,456.6,536.7,587.2,427.6,Inglês,Sem problemas,520.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001687137,24,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2012,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,600.7,585.6,573.3,673.7,Inglês,Sem problemas,480.0,Completou a Pós-graduação.,Completou a Pós-graduação.,5 a 6 SM,Sim
190001687145,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,602.4,660.7,626.9,782.0,Inglês,Sem problemas,860.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",12 a 15 SM,Sim
190001687146,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,605.7,601.3,573.0,637.4,Inglês,Sem problemas,840.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 a 1.5 SM,Sim
190001687162,18,F,Solteiro(a),Preta,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,426.3,530.2,562.8,565.1,Inglês,Sem problemas,580.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",2 a 2.5 SM,Sim
190001687172,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,561.2,651.2,584.4,617.1,Inglês,Sem problemas,860.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",10 a 12 SM,Sim
190001687183,33,F,Casado(a)/Mora com companheiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,Antes de 2007,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,564.8,606.0,630.4,742.1,Inglês,Sem problemas,720.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",3 a 4 SM,Sim
190001687194,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,578.9,670.7,612.6,802.6,Inglês,Sem problemas,940.0,"Completou a Faculdade, mas não completou a Pós-graduação.",Completou a Pós-graduação.,12 a 15 SM,Sim
190001687210,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,578.9,532.3,609.4,601.1,Espanhol,Sem problemas,660.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Não completou a 4ª série/5º ano do Ensino Fundamental.,1 a 1.5 SM,Sim
190001687215,40,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,Antes de 2007,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,539.2,523.6,514.3,442.0,Espanhol,Sem problemas,540.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade.",1.5 a 2 SM,Sim
190001687217,19,F,Solteiro(a),Preta,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,399.3,552.8,509.4,363.7,Espanhol,Sem problemas,660.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",1.5 a 2 SM,Sim
190001687219,18,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,398.0,484.7,546.0,512.5,Inglês,Sem problemas,680.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade.",3 a 4 SM,Sim
190001687233,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,483.0,539.2,545.9,591.0,Inglês,Sem problemas,600.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 SM,Sim
190001687235,24,M,Solteiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2015,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,524.8,550.4,543.8,457.6,Inglês,Sem problemas,920.0,Não sei.,Não completou a 4ª série/5º ano do Ensino Fundamental.,3 a 4 SM,Sim
190001687238,21,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2015,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,524.6,537.5,551.0,602.8,Espanhol,Sem problemas,680.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",Não sei.,1 a 1.5 SM,Sim
190001687245,23,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2013,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,574.8,547.9,618.2,507.9,Espanhol,Sem problemas,780.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Não completou a 4ª série/5º ano do Ensino Fundamental.,5 a 6 SM,Sim
190001687246,19,M,Solteiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,488.6,508.6,559.7,605.9,Inglês,Sem problemas,600.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1.5 a 2 SM,Sim
190001687251,21,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,408.7,576.3,527.7,442.3,Espanhol,Sem problemas,540.0,Não sei.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1.5 a 2 SM,Sim
190001687261,19,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,505.5,515.7,532.4,603.9,Espanhol,Sem problemas,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",2.5 a 3 SM,Sim
190001687269,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,584.8,690.3,613.9,784.0,Espanhol,Sem problemas,880.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",4 a 5 SM,Sim
190001687278,24,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,423.1,462.2,501.3,551.0,Espanhol,Sem problemas,620.0,Não sei.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 a 1.5 SM,Não
190001687306,22,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2014,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,494.0,355.9,455.9,403.0,Espanhol,Sem problemas,540.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 SM,Não
190001687309,21,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,430.6,500.2,498.3,476.7,Inglês,Sem problemas,580.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1.5 a 2 SM,Sim
190001687313,20,F,Solteiro(a),Não declarado,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,449.5,518.1,484.6,391.0,Espanhol,Sem problemas,380.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.,Nenhuma renda.,Não
190001687320,22,F,Solteiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,354.1,444.1,422.0,448.0,Espanhol,Sem problemas,260.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",8 a 9 SM,Sim
190001687323,26,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2014,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,556.3,569.0,613.3,472.5,Espanhol,Sem problemas,480.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 a 1.5 SM,Sim
190001687334,17,F,Solteiro(a),Parda,Brasileiro(a) Naturalizado(a),missing value,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,365.5,441.3,474.7,465.4,Espanhol,Sem problemas,420.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 a 1.5 SM,Sim
190001687335,16,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,562.7,554.5,576.8,610.5,Inglês,Sem problemas,600.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1.5 a 2 SM,Sim
190001687343,18,F,Solteiro(a),Branca,Brasileiro(a),PR,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,443.8,586.0,606.0,602.5,Espanhol,Sem problemas,940.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Completou a Pós-graduação.,6 a 7 SM,Sim
190001687348,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,471.0,537.8,456.3,446.5,Inglês,Sem problemas,560.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001687354,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Federal,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,679.9,712.8,659.4,839.5,Inglês,Sem problemas,880.0,"Completou a Faculdade, mas não completou a Pós-graduação.",Completou a Pós-graduação.,10 a 12 SM,Sim
190001687356,27,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,missing value,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,457.7,560.9,525.9,555.8,Espanhol,Sem problemas,520.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 SM,Não
190001687368,17,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,414.3,438.4,534.6,443.4,Espanhol,Sem problemas,460.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",4 a 5 SM,Sim
190001687370,19,F,Solteiro(a),Preta,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,366.8,424.6,484.1,414.1,Espanhol,Sem problemas,320.0,Não sei.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",2 a 2.5 SM,Não
190001687377,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,474.7,544.4,550.9,618.8,Espanhol,Sem problemas,740.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",3 a 4 SM,Sim
190001687382,18,M,Solteiro(a),Não declarado,Brasileiro(a),RS,Não concluí e não estou cursando o Ensino Médio,Não informado,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,454.2,460.0,395.1,431.2,Inglês,Sem problemas,620.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1.5 a 2 SM,Sim
190001687392,49,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,Antes de 2007,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,504.0,560.5,554.9,472.1,Inglês,Sem problemas,440.0,Nunca estudou.,Nunca estudou.,2.5 a 3 SM,Sim
190001687405,18,M,Não informado,Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,613.1,602.8,574.7,623.1,Inglês,Sem problemas,700.0,"Completou a Faculdade, mas não completou a Pós-graduação.",Completou a Pós-graduação.,10 a 12 SM,Sim
190001687415,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,459.0,510.0,596.6,562.7,Inglês,Sem problemas,640.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",10 a 12 SM,Sim
190001687424,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,586.4,517.6,571.4,665.3,Inglês,Sem problemas,740.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",8 a 9 SM,Sim
190001687435,19,M,Solteiro(a),Preta,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,388.8,431.3,558.0,587.7,Espanhol,Sem problemas,700.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",2.5 a 3 SM,Sim
190001687441,21,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,470.7,482.3,555.4,458.7,Espanhol,Sem problemas,620.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Não completou a 4ª série/5º ano do Ensino Fundamental.,1 a 1.5 SM,Sim
190001687448,19,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,417.6,501.3,548.1,623.1,Espanhol,Sem problemas,520.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 a 1.5 SM,Sim
190001687449,40,F,Não informado,Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,Antes de 2007,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,383.9,393.4,475.5,403.7,Espanhol,Sem problemas,460.0,Nunca estudou.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",2.5 a 3 SM,Sim
190001687461,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,493.1,595.9,540.6,665.9,Inglês,Sem problemas,660.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",3 a 4 SM,Não
